id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43118752,9C3c32 Cozy Night's Stay - Small Cozy Room,22094147,Alexis & Bill,,East Garfield Park,41.87685,-87.70363,Private room,29,32,9,2021-08-27,0.51,26,107,5,City Registration Pending
43118876,9C4a32x Cozy Night's Stay,22094147,Alexis & Bill,,East Garfield Park,41.87816,-87.70433,Private room,31,32,17,2021-09-13,0.86,26,107,12,City Registration Pending
43122703,"Rad West Loop 1BR w/ Pool, Gym, nr. Restaurant Row, by Blueground",107434423,Blueground,,Near West Side,41.8822,-87.65203,Entire home/apt,170,30,0,,,357,340,0,32+ Days Listing
43125680,Sonder at 820 South Michigan | One-Bedroom Apartment,12243051,Sonder,,Loop,41.87054,-87.62606,Entire home/apt,139,3,23,2021-11-20,1.69,48,139,22,2771423
43129585,"Ample West Loop 1BR w/ Pool, Gym, nr. Fulton Market, by Blueground",107434423,Blueground,,Near West Side,41.88232,-87.65231,Entire home/apt,169,30,0,,,357,330,0,32+ Days Listing
43134072,30 E. Huron #2603 Private Residence,257464365,Kevin,,Near North Side,41.89445,-87.62607,Entire home/apt,85,32,6,2021-09-01,0.51,20,78,6,City registration pending
43148081,"Lux Streeterville 1BR w/ Gym, Pool, nr. Navy Pier & MM, by Blueground",107434423,Blueground,,Near North Side,41.89177,-87.61838,Entire home/apt,230,30,0,,,357,23,0,32+ Days Listing
43148093,"Gorgeous Gold Coast 1BR nr. Mariano Park & Oak St. Beach, by Blueground",107434423,Blueground,,Near North Side,41.90399,-87.62754,Entire home/apt,132,30,0,,,357,289,0,32+ Days Listing
43149173,Affordable Old Irving Park Apartment,31757317,Dorota,,Irving Park,41.95054,-87.70952,Entire home/apt,81,1,54,2021-11-28,3.01,2,192,39,R20000055695
43164062,5 BR newly remodeled in a historical street,15105520,Tian,,North Lawndale,41.85641,-87.71513,Entire home/apt,271,1,10,2021-12-05,2.21,2,336,10,R17000013771
43177843,Sonder at 820 South Michigan | Studio Apartment,12243051,Sonder,,Loop,41.87151,-87.62593,Entire home/apt,174,3,25,2021-10-22,1.42,48,225,20,2771432
43196007,Amazing Condo in River North (Downtown Chicago),20281015,Jonathan,,Near North Side,41.8941,-87.62754,Entire home/apt,128,2,22,2021-11-27,1.25,1,4,12,R20000053204
43196556,✱ Bold & Swanky 2BR | Gourmet Kitchen + Netflix ✱,86318831,Andrei,,North Center,41.9397,-87.67744,Entire home/apt,97,3,30,2021-11-29,1.66,5,86,27,City registration pending
43203276,Safest Area close to train&Wrigley-Brewery distrct,34130188,Damoon,,North Center,41.95524,-87.6756,Entire home/apt,155,30,0,,,5,133,0,R20000054177
43231681,"15- Pershing Inn 2B1B- By bus, restaurant, gym",34191427,Sonia,,Brighton Park,41.82389,-87.68789,Entire home/apt,55,1,6,2021-10-16,0.31,8,330,5,City registration pending
43250054,Chicago uptown stylish,344404176,Amyn,,Uptown,41.97499,-87.6693,Private room,200,7,1,2021-07-27,0.21,5,180,1,City registration pending
43255785,Chicago Loop High Floor Unit w/ Huge Windows!,217592666,Matt,,Loop,41.88357,-87.63356,Entire home/apt,100,32,1,2020-06-10,0.05,1,0,0,
43287506,S6 NEW Cute Convertible in OldTown,23612069,Tj,,Near North Side,41.90894,-87.63424,Entire home/apt,73,1,81,2021-11-21,4.20,23,85,50,R19000049021
43292649,BRAND NEW Elegant Renovation in Bucktown (Chicago),336306332,Mark,,Logan Square,41.91788,-87.67258,Entire home/apt,135,2,37,2021-10-11,1.91,1,307,20,R20000055388
43310133,Private 2nd. fl unit with free parking!,62850223,Jose,,Brighton Park,41.81357,-87.69975,Private room,49,2,64,2021-12-05,3.28,1,58,47,R20000055489
43336944,Private Room C & Self Check-IN/ Jackson Blvd,338076137,Tetyana,,West Garfield Park,41.87709,-87.72554,Private room,48,5,15,2021-07-18,0.83,5,90,8,R20000055778
43346710,Archways at the Lincoln Park Zoo 2bed/2ba,176666947,Jessica,,Lincoln Park,41.91864,-87.63731,Entire home/apt,146,1,97,2021-12-12,4.97,1,288,56,R17000013063
43350615,Private Basement Bedroom Near O’Hare,128265803,Victor,,Norwood Park,41.99795,-87.79176,Private room,25,1,63,2021-11-17,3.36,8,0,43,R20000055874
43350637,Simple Bedroom For Quick Night Stay By O’hare,128265803,Victor,,Norwood Park,41.99804,-87.79195,Private room,24,2,24,2021-03-06,1.22,8,7,4,City registration pending
43358309,2BD/2BA MAG MILE MASTERPIECE (+Rooftop),179367980,Wendy And Matt,,Near North Side,41.89927,-87.61973,Entire home/apt,331,2,81,2021-12-08,4.13,13,38,44,R21000073635
43365022,2 Bdrm Private Ground Floor Apt Chicago West Loop,61018918,Dave,,Near West Side,41.88125,-87.68427,Entire home/apt,350,3,0,,,2,358,0,City registration pending
43365419,Entire 3Br2Ba or a Great Rooms for Long Term Stay,277460072,Arsène,,Washington Park,41.78513,-87.61698,Entire home/apt,135,30,0,,,10,365,0,R20000055687
43367495,Nice studio near lake w/king bed,170551048,Lyn,,Lake View,41.94446,-87.64086,Entire home/apt,89,1,45,2021-12-13,4.77,9,66,45,ART-1234567
43367773,Master Bedroom with King bed for Long Term Stay,277460072,Arsène,,Washington Park,41.78743,-87.61731,Private room,75,30,0,,,10,90,0,R20000055687
43368500,Queen Bed Bedroom D for Up to 2 for Long Term Stay,277460072,Arsène,,Washington Park,41.78723,-87.6151,Private room,65,30,0,,,10,90,0,R20000055687
43368754,Full Bunk Bed Bedroom for Up to 4 for Long Term,277460072,Arsène,,Washington Park,41.78506,-87.61578,Private room,65,30,0,,,10,90,0,R20000055687
43403884,"2 Bdrm, 2.5 bath Modern + Private W Loop Row house",61018918,Dave,,Near West Side,41.88081,-87.68438,Entire home/apt,475,2,0,,,2,0,0,City registration pending
43412748,Fun & Modern One Bedroom in Hip Logan Square,598390,Kirsten,,Logan Square,41.9193,-87.71671,Entire home/apt,96,2,36,2021-12-11,3.80,1,84,36,R20000055780
43414161,Room B8,327103193,Jorge,,South Chicago,41.74497,-87.5463,Private room,35,3,7,2021-09-16,0.46,24,48,6,C20000052308
43415244,Private Bedroom By O’hare & Public Transport,128265803,Victor,,Norwood Park,41.99603,-87.79155,Private room,29,1,11,2021-12-09,0.58,8,0,10,R20000055874
43415957,The Nimbus - Vibrant Studio in Heart of Downtown!,345980586,Cozy,,Near North Side,41.89385,-87.61681,Entire home/apt,192,1,81,2021-10-29,4.26,7,0,60,R19000039541
43416008,The Gulfstream-Vibrant Studio | Heart of Downtown!,345980586,Cozy,,Near North Side,41.892,-87.61599,Entire home/apt,192,1,67,2021-10-15,3.66,7,0,45,R19000039542
43416054,The Stratus - Vibrant Studio in Heart of Downtown!,345980586,Cozy,,Near North Side,41.89233,-87.6173,Entire home/apt,192,1,86,2021-10-26,4.49,7,0,51,R19000039540
43416221,Beautiful 2BDR Heart of Wrigley - Walk to Train,345980586,Cozy,,Lake View,41.94467,-87.65457,Entire home/apt,104,1,30,2021-08-02,1.62,7,0,15,R19000040330
43422044,"The Irving Masterpiece - Wrigley, Parks, Oh my!",345980586,Cozy,,Irving Park,41.95343,-87.69995,Entire home/apt,181,1,7,2020-11-02,0.37,7,0,0,R17000020983
43422337,"New King and Queen Suite w 2 Bathrooms, W/D, Full Kitchen in Lincoln Park (204)",53964832,Jonathan,,Lincoln Park,41.93093,-87.64461,Entire home/apt,379,3,27,2021-11-28,1.61,14,365,17,2718818
43431634,Modern Home RoscoeVillage/Wrigley Free St Parking,321617035,Sharleen,,North Center,41.94368,-87.67506,Entire home/apt,94,3,66,2021-12-02,3.44,1,249,56,R21000075138
43433377,Cozy Private Bedroom in Chicago,110356889,Shanasha,,Grand Boulevard,41.81311,-87.61418,Private room,30,2,0,,,1,0,0,City registration pending
43441237,"3 BDR Downtown Luxury Loft-Spacious, Safe & Secure",345980586,Cozy,,Loop,41.88645,-87.63586,Entire home/apt,306,1,25,2021-02-13,1.34,7,0,6,R19000037566
43442679,Entire City Apartment One block to Train Park Free,28304609,John,,Near West Side,41.88433,-87.69194,Entire home/apt,70,3,102,2021-12-05,5.64,1,90,74,R20000055867
43480448,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",47172572,Zencity,,Near North Side,41.89937,-87.62719,Entire home/apt,97,5,72,2021-09-25,3.79,62,0,35,City registration pending
43480449,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",47172572,Zencity,,Near North Side,41.89775,-87.62713,Entire home/apt,95,5,59,2021-09-07,3.24,62,0,30,City registration pending
43480452,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",47172572,Zencity,,Near North Side,41.89785,-87.62912,Entire home/apt,96,5,63,2021-08-17,3.41,62,0,25,City registration pending
43480478,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",47172572,Zencity,,Near North Side,41.89815,-87.62692,Entire home/apt,124,5,56,2021-10-08,2.95,62,0,30,City registration pending
43481232,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",47172572,Zencity,,Near North Side,41.8994,-87.62902,Entire home/apt,91,5,69,2021-09-17,3.72,62,0,28,City registration pending
43481234,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",47172572,Zencity,,Near North Side,41.89797,-87.62864,Entire home/apt,124,5,52,2021-09-20,2.84,62,0,16,City registration pending
43486577,Clean Warm Welcoming Experience,345698805,Johnie,,East Garfield Park,41.87917,-87.69597,Private room,110,1,0,,,1,179,0,R20000055875
43486597,Beautiful long term home in the heart of Bucktown.,346794600,Bob,,Logan Square,41.9156,-87.67245,Entire home/apt,110,60,0,,,1,225,0,
43489645,Lincoln Park Apartment with Backyard! - 2 Bedrooms,40727702,Nicholas,,Lincoln Park,41.92835,-87.64625,Entire home/apt,90,1,34,2021-11-04,1.84,1,0,31,R20000055860
43498654,"1 Bed, 1 Bath w Full Amenities, Patio, W/D, Field Guide (202) East Lincoln Park location near the Zoo and Lakefront",53964832,Jonathan,,Lincoln Park,41.9294,-87.64475,Entire home/apt,199,2,15,2021-11-01,0.87,14,365,13,2718818
43500305,Stylish 1 bedroom with car rental option (2J),346927652,Scott,,South Lawndale,41.84606,-87.72675,Entire home/apt,45,30,0,,,2,351,0,City registration pending
43500660,Stylish 1 bedroom with car rental option (C-3),346927652,Scott,,South Lawndale,41.84662,-87.72656,Entire home/apt,55,30,0,,,2,106,0,R20000055870
43506959,9B1d32x Luxurious Stay - Two Bedroom Suite,22094147,Alexis & Bill,,East Garfield Park,41.87687,-87.70441,Private room,80,32,2,2020-07-04,0.11,26,0,0,City Registration Pending
43509764,Home Away From Home! Clean and Gorgeous 5 BD/2 BA,26331265,Caressa,,Austin,41.89006,-87.75828,Entire home/apt,350,2,35,2021-11-28,4.10,1,1,35,R21000062394
43514955,"New King & Queen Suite w 2 Bed, 2 Bath, W/D, Full Kitchen (404)",53964832,Jonathan,,Lincoln Park,41.92895,-87.64289,Entire home/apt,362,10,7,2021-09-07,0.39,14,283,2,2718818
43532857,Private room with private entrance in Boystown,8803468,Ashley,,Lake View,41.9456,-87.64978,Private room,38,2,121,2021-12-12,8.00,10,58,109,2738085
43534178,12 Bedroom/12 bath home in Bucktown/Wicker Park,25106009,Ray,,Logan Square,41.92197,-87.68353,Entire home/apt,300,5,0,,,1,0,0,24549
43543457,Michigan Ave Downtown Private Room + ensuite Bath,336504529,Don,,Loop,41.87067,-87.62387,Private room,115,1,1,2020-05-30,0.05,7,0,0,R19000039355
43544239,Michigan Ave Downtown Private Room + Private Bath,336504529,Don,,Loop,41.87003,-87.62527,Private room,97,1,1,2020-07-03,0.06,7,0,0,R19000039355
43555956,Newly-renovated historic home in Logan Square,8389213,Danny,,Logan Square,41.9239,-87.70882,Entire home/apt,300,3,36,2021-11-08,2.25,1,255,30,R20000056919
43567958,DownTown sleeping pod in Hotel BnB/ S-1,347797890,Azhar,,Near South Side,41.86457,-87.6255,Private room,72,1,110,2021-11-22,6.17,19,357,96,2664136
43576117,Entire Basement - In Law Suite Nw Side Near Ohare!,86401160,Eddie,,Dunning,41.94838,-87.82863,Entire home/apt,60,1,15,2021-12-14,3.88,1,258,15,R21000069579
43600854,"New 1 Bed, 1 Bath w Full Amenities, Patio, W/D, Sonos, Full Kitchen (302)",53964832,Jonathan,,Lincoln Park,41.9288,-87.64301,Entire home/apt,94,2,15,2021-11-07,0.83,14,362,12,2718818
43601672,2 Bedrooms for 4: King & Queen Beds Long Term Stay,277460072,Arsène,,Washington Park,41.78718,-87.6158,Private room,107,30,2,2021-06-05,0.15,10,180,1,R20000055687
43602159,"2 Bedrooms for 6: King & Full Bunk Beds, Long Term",277460072,Arsène,,Washington Park,41.78554,-87.61679,Private room,107,30,0,,,10,180,0,R20000055687
43602615,2 Bedrooms for 6: Queen and Double-Size Bunk Beds,277460072,Arsène,,Washington Park,41.78741,-87.617,Private room,97,30,0,,,10,180,0,R20000055687
43602799,Heart of Bucktown Private Retreat,33644944,Jeremy,,Logan Square,41.91572,-87.67945,Entire home/apt,92,3,21,2021-12-13,1.17,1,16,20,R20000055869
43638215,Logan Video Game Studio Duplex,5228189,Matthew,,West Town,41.91373,-87.68727,Entire home/apt,140,2,1,2021-07-21,0.20,17,140,1,R19000045798
43638464,Cute Attic Apartment in Historic Ukrainian Village,231272947,Liyaquat,,West Town,41.90238,-87.67977,Entire home/apt,93,2,22,2021-11-21,1.40,2,11,21,R20000055265
43638644,Logan Video Game Studio,5228189,Matthew,,West Town,41.91304,-87.68755,Private room,55,1,40,2021-11-26,2.37,17,151,28,R19000045798
43651253,"Cozy, Corner Home, Great for Families with Kids!",23075413,Desier,,Edgewater,41.99732,-87.66869,Entire home/apt,250,7,0,,,1,0,0,R20000056195
43653015,Great Room B & Affortable For You!!!,338076137,Tetyana,,East Garfield Park,41.87582,-87.71303,Private room,42,3,29,2021-11-08,1.78,5,80,25,R20000055778
43657025,Habitación 3 amplia y cómoda con cama Queen,11291722,Hernan,,Near West Side,41.8697,-87.6832,Private room,38,1,8,2021-09-20,0.45,3,14,7,City registration pending
43662544,The Beach Front Way,32344711,Shawn,,Edgewater,41.98666,-87.6538,Entire home/apt,300,2,0,,,2,88,0,City registration pending
43662803,Modern Luxury 4 Bed/3.5 Bath with Garage Parking!,204270988,Abacus,,Near West Side,41.87127,-87.6844,Entire home/apt,416,1,57,2021-12-12,3.15,3,342,47,City registration pending
43689052,Hyde Park/UC Newly Renovated Private Room #1,348938093,Andy,,Kenwood,41.80672,-87.6063,Private room,49,1,52,2021-10-31,2.88,3,180,40,R20000056184
43691686,Private Room C-Nice & Clean,338076137,Tetyana,,East Garfield Park,41.87693,-87.71383,Private room,27,31,11,2021-10-31,0.64,5,64,9,R20000055778
43701611,Hyde Park/UC Newly Renovated Private Room #2,348938093,Andy,,Kenwood,41.80668,-87.60627,Private room,49,1,60,2021-11-14,3.32,3,178,41,R20000056184
43702402,Hyde Park/UC Newly Renovated Private Room #3,348938093,Andy,,Kenwood,41.8071,-87.6045,Private room,33,1,52,2021-11-21,2.87,3,165,36,R20000056184
43710456,Logan Square - Newly Remodeled Guest Suite,328887439,Sarah,,Logan Square,41.93006,-87.7241,Entire home/apt,91,2,29,2021-11-26,1.59,3,317,21,R21000073895
43716201,"Stylish Home, Quite, Clean 20min Downtown Chicago!",111045823,Grace,,Albany Park,41.97218,-87.73228,Private room,66,2,11,2021-11-21,0.76,1,361,9,R20000057863
43724262,Uptown Princess suite,39040788,Joe,,Uptown,41.96305,-87.66008,Private room,67,1,0,,,1,0,0,R17000015280
43756594,Luxurious Condo in Top Rated Neighborhood,175087843,Umbrella,,Ohare,41.97357,-87.84672,Entire home/apt,80,1,19,2021-12-05,1.34,1,351,14,R20000056194
43765833,Michigan Ave Downtown -Elegant Lake Michigan View,336504529,Don,,Loop,41.87051,-87.62573,Entire home/apt,120,2,12,2020-09-21,0.66,7,0,0,R19000039355
43767503,Comfortable Room Five Min Walk to Blue Line/ RM 4,102750577,Francisco,,Irving Park,41.94856,-87.71284,Private room,45,1,13,2021-03-21,0.72,6,316,4,R21000073218
43767746,Comfortable Room Five Min Walk to Blue Line/ RM 5,102750577,Francisco,,Irving Park,41.94726,-87.71139,Private room,45,1,45,2021-11-28,2.54,6,349,35,R21000073218
43777047,Large One Bedroom in Heart of Old Town/ Gold Coast,349884375,Sena,,Near North Side,41.9043,-87.63298,Entire home/apt,69,32,4,2021-10-09,0.33,5,272,4,
43778066,Studio Just across from the BEACH!! 209,327531212,Christina,,Edgewater,41.98577,-87.6563,Entire home/apt,99,2,8,2021-11-26,0.44,2,365,5,R20000056192
43789677,The Roscoe Village Guesthouse,9959757,Jedidiah,,North Center,41.94226,-87.67827,Entire home/apt,79,2,19,2021-12-08,2.98,5,313,19,R21000070279
43790461,"Private Garage, 606 Trail, 93 Walkscore = The One",51767459,Eva,,Logan Square,41.914211,-87.700645,Entire home/apt,115,3,76,2021-12-07,4.31,5,71,55,R21000063312
43802195,Lincoln Park home * 7 guests * Great location *,312318265,Salma,,Lincoln Park,41.93013,-87.65382,Entire home/apt,329,3,16,2021-11-22,0.94,2,351,10,R20000056415
43803025,Wrigleyville Getaway !,170126576,Kerry,,Lake View,41.94728,-87.65494,Entire home/apt,190,3,26,2021-11-15,1.81,1,174,22,R19000049434
43805412,Chicago Studio (Free Parking & Fast WiFi),152478905,Zac,,Logan Square,41.92125,-87.70309,Entire home/apt,12,1,9,2021-09-26,1.31,2,0,9,R19000050330
43806243,Clean/Comfy  Extended Stay In Chicago,202878032,Ade And J Shuntay,,Greater Grand Crossing,41.76766,-87.6224,Entire home/apt,70,5,1,2020-11-30,0.08,4,180,0,R20000056933
43816726,Fresh in River North!,350345067,Allison,,Near North Side,41.89337,-87.63799,Entire home/apt,105,2,45,2021-05-31,2.57,1,5,10,City registration pending
43818411,Entirely Private Suite - Urban Oasis - Pilsen/UIC,138199415,Elaine,,Lower West Side,41.85805,-87.64188,Entire home/apt,115,1,38,2021-11-15,2.31,1,172,32,R20000056428
43830019,MAG MILE KING EN-SUITE in 2BR/2BA CONDO,179367980,Wendy And Matt,,Near North Side,41.90077,-87.61972,Private room,56,1,0,,,13,0,0,R21000073635
43835007,Private KING EN-SUITE in 2BR/2BA MAG MILE Condo,179367980,Wendy And Matt,,Near North Side,41.89928,-87.62157,Private room,57,1,1,2020-07-14,0.06,13,0,0,R19000039401
43835556,Paradise on the Park,83740151,Ryan,,West Town,41.89359,-87.6896,Entire home/apt,128,2,51,2021-12-10,3.28,1,354,43,R20000057877
43846198,"XL Penthouse""The Harper""",139564281,Claudia,,Near West Side,41.88779,-87.64726,Entire home/apt,584,3,3,2020-08-24,0.17,4,348,0,R19000038741
43848129,LAKESIDE PIED `A TERRE STEPS TO BEACH,266418792,Ljubomir,,Rogers Park,42.00358,-87.65816,Entire home/apt,112,2,33,2021-11-28,1.85,1,314,28,R19000037898
43849072,"Steps to Shop, Eat, Train | Easy Access | Zencity",47172572,Zencity,,West Town,41.89643,-87.67164,Entire home/apt,63,1,40,2021-10-02,2.24,62,126,21,R21000071814
43870930,Entire 2 Bdrm Apt Lincoln Square,22060289,Robin And Mike,,Lincoln Square,41.96907,-87.683,Entire home/apt,115,32,4,2021-09-30,0.64,1,352,4,
43872717,Junior 1 Bedroom Surf Shack in Uptown,29828121,Frank,,Uptown,41.96217,-87.6493,Entire home/apt,90,32,10,2021-11-16,0.73,1,121,6,City registration pending
43876715,Entire Apt in Heart of Chicago,871911,Mo  &  Ganna,,Lake View,41.9462,-87.65029,Entire home/apt,200,1,4,2021-08-09,0.24,4,329,3,R20000056417
43877038,Fuzzy Master Bedroom (Entire Apt),871911,Mo  &  Ganna,,Lake View,41.9449,-87.65048,Entire home/apt,95,1,11,2021-09-07,0.62,4,333,9,R20000056417
43892221,Comfortable Edgewater Retreat,351337925,Chad,,Edgewater,41.98425,-87.66175,Entire home/apt,103,2,42,2021-08-23,2.73,1,64,34,R20000058350
43899284,Sparkling Clean Large Queen Suite w Sleeper Sofa in Lincoln Park (201),53964832,Jonathan,,Lincoln Park,41.9308,-87.64434,Entire home/apt,166,2,14,2021-11-21,0.82,14,362,11,2718818
43913841,"Quiet area, cheat option to visit the Windy City.",351566853,Christian,,Ashburn,41.74705,-87.68458,Private room,40,1,0,,,1,180,0,R20000056421
43931928,DownTown sleeping pod in a Hotel BnB/S-2,347797890,Azhar,,Near South Side,41.86608,-87.62477,Private room,79,1,6,2021-06-20,0.35,19,364,2,2664136
43932035,DownTown sleeping pods rooms in a Hotel BnB/S-4,347797890,Azhar,,Near South Side,41.86583,-87.62538,Private room,79,1,67,2021-12-04,3.81,19,316,47,2664136
43932307,DownTown sleeping pods rooms in a Hotel BnB/S-9,347797890,Azhar,,Near South Side,41.86473,-87.62527,Private room,79,1,23,2021-10-10,1.31,19,320,17,2664136
43932443,DownTown Mini sleeping pods  in a Hotel BnB/S-6,347797890,Azhar,,Near South Side,41.86451,-87.62326,Private room,79,1,2,2021-11-25,0.32,19,364,2,2664136
43932555,DownTown sleeping pods rooms in a Hotel BnB/S-8,347797890,Azhar,,Near South Side,41.86415,-87.62323,Private room,79,1,1,2021-08-27,0.27,19,320,1,2664136
43932638,DownTown sleeping pods rooms in a Hotel BnB/S-7,347797890,Azhar,,Near South Side,41.86615,-87.6241,Private room,79,1,10,2021-10-10,0.63,19,106,9,2664136
43938482,DownTown  sleeping PODS rooms in Hotel BnB/S-5,347797890,Azhar,,Near South Side,41.86434,-87.62467,Private room,79,1,7,2021-10-10,0.40,19,364,5,2664136
43938783,DownTown private sleeping PODS  in Hotel BnB/S-3,347797890,Azhar,,Near South Side,41.86626,-87.62516,Private room,79,1,0,,,19,364,0,2664136
43938866,Bright quiet private apartment near Heart of Italy,195966845,Rigo & Natalie,,Lower West Side,41.8484,-87.68183,Entire home/apt,71,38,1,2020-11-30,0.08,1,0,0,
43938991,DownTown sleeping PODS rooms in a Hotel BnB/Q-16,347797890,Azhar,,Near South Side,41.86458,-87.62521,Private room,79,1,3,2021-11-07,0.22,19,107,2,2664136
43939176,DownTown sleeping PODS rooms in a Hotel BnB/S-11,347797890,Azhar,,Near South Side,41.86476,-87.62517,Private room,79,1,1,2020-08-02,0.06,19,320,0,2664136
43939322,DownTown sleeping PODS rooms in a Hotel BnB/S-12,347797890,Azhar,,Near South Side,41.86627,-87.62386,Private room,79,1,11,2021-12-05,1.83,19,316,11,2664136
43947806,Beautiful house on quiet Cul-de-sac block.,321519461,Eva,,West Ridge,42.00247,-87.70766,Entire home/apt,635,30,0,,,1,83,0,City registration pending
43959243,Garden apartment in historic home near downtown,39967444,Marrianne,,Douglas,41.83877,-87.61752,Entire home/apt,200,2,12,2021-09-26,0.82,1,4,8,City registration pending
43967094,R3 Prime New House Perfect for your stay,352148357,Poliana,,Bridgeport,41.83984,-87.65687,Private room,36,2,50,2021-11-27,2.98,5,351,49,R20000056433
43986433,Luxury House 6BED/2.5BATH/4PARKING close to lake,129809208,Junni,,North Park,41.98773,-87.70924,Entire home/apt,377,2,32,2021-12-05,1.89,4,347,28,R17000015469
44012543,Walk to Everything! Lively Wicker Park Studio,200416010,Saul,,West Town,41.90443,-87.67189,Entire home/apt,170,1,79,2021-12-05,4.55,8,340,61,City registration pending
44033952,Art Inspired Home Away from Home!,350570263,Kelly,,South Shore,41.76815,-87.58672,Entire home/apt,156,1,54,2021-11-28,3.63,1,175,40,R20000058338
44042642,House in a good location,260876345,Mostafa,,West Ridge,42.01746,-87.70771,Private room,45,1,0,,,1,365,0,City registration pending
44045740,"Master Suite, Bunk Beds + Queen Sleeper w Two Bathrooms and Full Kitchen, TV, Sonos, W/D, Patio, Lincoln Park (203)",53964832,Jonathan,,Lincoln Park,41.92909,-87.64285,Entire home/apt,259,3,7,2021-11-28,0.44,14,364,4,2718818
44045940,Great Penthouse in Downtown Chicago,170785489,Dmd,,West Town,41.9003,-87.65759,Entire home/apt,263,2,40,2021-12-05,2.40,40,322,35,2637367
44047696,The only apartment with indoor basketball court,77480864,Amy,,Near North Side,41.8901,-87.62104,Entire home/apt,103,50,0,,,1,272,0,City registration pending
44051925,Beautiful Studio just across from the beach!,327531212,Christina,,Edgewater,41.98538,-87.65613,Entire home/apt,100,2,8,2021-11-17,2.09,2,198,8,City registration pending
44058297,Cozy Suite 308,265059752,J And F Apartments,,Calumet Heights,41.73147,-87.58412,Entire home/apt,78,3,3,2021-09-18,0.66,4,177,3,R19000042634
44063437,Roscoe Village Inn | Guesthouse | Walk to Wrigley!,49260140,Kimberly,,North Center,41.94469,-87.68003,Entire home/apt,199,3,4,2021-12-05,0.91,2,318,4,2209640
44066069,9C2b32 Comfy Bedroom,22094147,Alexis & Bill,,East Garfield Park,41.87908,-87.70242,Private room,31,32,8,2021-09-12,1.35,26,107,8,City registration permit pending
44075885,R2 Prime New House Perfect for your stay,352148357,Poliana,,Bridgeport,41.83966,-87.65846,Private room,38,2,87,2021-11-28,5.13,5,350,46,R20000056433
44075970,R4 Prime New House Perfect for your stay,352148357,Poliana,,Bridgeport,41.83946,-87.65659,Private room,35,1,54,2021-12-06,3.11,5,355,35,R20000056433
44082798,Where you want to be downtown!  Suite 1/3,170785489,Dmd,,Near North Side,41.89891,-87.63654,Entire home/apt,211,2,26,2021-11-28,1.58,40,348,21,2640825
44083417,Best location downtown in Chicago! Suite 2/3,170785489,Dmd,,Near North Side,41.89767,-87.63832,Entire home/apt,206,2,43,2021-11-26,2.63,40,347,34,2640827
44085884,High Floor Luxury with a View,8896602,Leah,,Near North Side,41.89615,-87.62562,Entire home/apt,105,32,6,2021-10-03,0.37,1,41,5,City registration pending
44090162,Downtown Living-Entire Building in River North,170785489,Dmd,,Near North Side,41.89837,-87.63655,Entire home/apt,856,2,1,2021-08-22,0.26,40,330,1,2640825
44112535,BEAUTIFULLY remodeled flat downtown,170785489,Dmd,,Near North Side,41.89767,-87.63664,Entire home/apt,190,2,42,2021-11-26,2.54,40,328,38,2727553
44113617,Luxury Downtown Penthouse with Private Rooftop!,170785489,Dmd,,Near North Side,41.89717,-87.63868,Entire home/apt,212,2,50,2021-12-07,2.99,40,326,40,2727554
44114462,BEAUTIFULLY remodeled flat DOWNTOWN,170785489,Dmd,,Near North Side,41.89752,-87.63866,Entire home/apt,182,2,49,2021-11-27,3.03,40,324,38,2727555
44115433,The Orleans - Entire Building - With Rooftop Deck!,170785489,Dmd,,Near North Side,41.89716,-87.63784,Entire home/apt,1728,2,1,2021-06-20,0.17,40,293,1,2727553
44116982,The Orleans - Floor 3: Private rooftop deck!,170785489,Dmd,,Near North Side,41.89923,-87.6384,Entire home/apt,899,2,9,2021-09-02,0.53,40,309,8,2727554
44124151,Urban Camper,50920288,Art,,Avondale,41.93993,-87.70002,Entire home/apt,109,2,58,2021-11-29,3.74,1,162,52,R19000048147
44126327,"Kasa | Full Kitchen, Walk to Whole Foods & Mag Mile | River North",379711454,Kasa,,Near North Side,41.89439,-87.62979,Entire home/apt,134,2,343,2021-12-08,19.83,10,364,278,2694638
44126335,"Kasa 🛍 Family Travel Ready, In Unit W/D + Fast WiFi 🛍 River North",379711454,Kasa,,Near North Side,41.89591,-87.62815,Entire home/apt,188,2,343,2021-12-12,19.98,10,355,286,2694638
44126353,"Kasa 🛍King-Bed Studio + Kitchen, WFH Ready 🛍River North",379711454,Kasa,,Near North Side,41.89511,-87.62985,Entire home/apt,119,2,288,2021-12-10,16.62,10,364,235,2694638
44132255,Private Room with Private Bath in Wicker Hotel,13999922,Holiday,,West Town,41.9038,-87.67091,Private room,200,1,0,,,1,0,0,2240695
44132383,The Orleans - Floor 2: Private roofdeck Patio!,170785489,Dmd,,Near North Side,41.8964,-87.63764,Entire home/apt,899,2,2,2021-07-05,0.32,40,314,2,2727553
